"user","friend_closeness","friend_incloseness","friend_outcloseness","eigen_vector","eigen_directed_vector"
"1018910414",0.00460829493087558,0.00108225108225108,0.00446428571428571,0.335511024049402,0.302364792026203
"1035122201815597056",0.00395256916996047,0.000979431929480901,0.0036101083032491,0.0356077103763191,0.0118252555726146
"1071583963305656320",0.00421940928270042,0.00105932203389831,0.00393700787401575,0.124974831111537,0.141615337502909
"1080566485418954752",0.0050251256281407,0.00108225108225108,0.00495049504950495,0.49640913839986,0.326283275785154
"1163102166",0.00404858299595142,0.00103305785123967,0.00393700787401575,0.0765033887060948,0.0585165647722995
"1187628968",0.00578034682080925,0.00113895216400911,0.0048780487804878,0.708338458428527,0.835379263734658
"1334787732",0.0027027027027027,0.000985221674876847,7.12149266486255e-05,0.000443615037737308,0.000308285091853271
"1354988304",0.00434782608695652,0.00106837606837607,0.003584229390681,0.121970753038641,0.169619061195548
"1408239470",0.00384615384615385,0.00103305785123967,0.00323624595469256,0.0460848513268754,0.0664681631258248
"1441548582",0.00526315789473684,0.00109649122807018,0.00480769230769231,0.491553693952514,0.408571939070703
"1485231470",0.00549450549450549,0.00111358574610245,0.0053475935828877,0.751936038983963,0.629295254106258
"1517777833",0.00465116279069767,0.00107758620689655,0.00423728813559322,0.261523463484481,0.258070033421258
"1615252842",0.00636942675159236,0.00115074798619102,0.00561797752808989,0.982217912905786,0.960803425285619
"1615907220",0.0043859649122807,0.00107066381156317,0.00395256916996047,0.214102297512584,0.24324934329293
"16192510",0.00531914893617021,0.0010752688172043,0.00523560209424084,0.549400554877203,0.266177094832498
"1711872559",0.00526315789473684,0.00109769484083425,0.005,0.566231298173605,0.453595302053095
"17201034",0.00540540540540541,0.00108932461873638,0.00526315789473684,0.627551424704032,0.370409350853502
"1927524872",0.0045045045045045,0.00107411385606874,0.004149377593361,0.220823185300002,0.213719610372711
"19803953",0.00413223140495868,0.00120336943441637,7.12149266486255e-05,0.0606656074016078,0.121982579735732
"19889825",0.00680272108843537,0.00113895216400911,0.00657894736842105,1,0.772859070396971
"208418147",0.0050761421319797,0.00108695652173913,0.0048780487804878,0.466647213745777,0.334106865506451
"2234743396",0.00543478260869565,0.00112485939257593,0.00529100529100529,0.791381142352291,0.710811200716989
"22877176",0.00591715976331361,0.00112739571589628,0.00584795321637427,0.912476564286125,0.772992855774057
"2316384882",0.00574712643678161,0.00111856823266219,0.00568181818181818,0.838689391261664,0.61674529130991
"2358182287",0.00458715596330275,0.0010752688172043,0.00411522633744856,0.238223467951415,0.271586443327173
"237572207",0.00395256916996047,0.00104166666666667,0.00366300366300366,0.0720094631342973,0.0767539572880574
"2375787932",0.00564971751412429,0.00108225108225108,0.00555555555555556,0.575801190850688,0.294080094064909
"2397877220",0.00440528634361234,0.00105374077976818,0.00431034482758621,0.218902162326346,0.140110182177926
"2427652800",0.00571428571428571,0.00112739571589628,0.00558659217877095,0.889041558169558,0.789709972701322
"246382131",0.00392156862745098,0.00101214574898785,0.00386100386100386,0.0446239871935495,0.0216740105513054
"2476794959",0.00578034682080925,0.00111358574610245,0.00558659217877095,0.796860960216402,0.644438350832301
"252731082",0.00467289719626168,0.00107642626480086,0.00436681222707424,0.262234324661617,0.220053370925269
"2559989154",0.0048780487804878,0.00109649122807018,0.00434782608695652,0.361714868768326,0.401691153433262
"2572543462",0.0043859649122807,0.00105596620908131,0.00374531835205993,0.121725517832441,0.128807400418159
"2604551610",0.00520833333333333,0.00108459869848156,0.00510204081632653,0.534390166502614,0.325934004319082
"262484862",0.005,0.00108932461873638,0.0048780487804878,0.516928694173767,0.381618433706259
"263264823",0.00598802395209581,0.00112359550561798,0.00595238095238095,0.885697483774012,0.704635977573252
"2671539788",0.00384615384615385,0.00101419878296146,0.00363636363636364,0.0497712169909631,0.0380457186002063
"267369840",0.00432900432900433,0.00106723585912487,0.00389105058365759,0.162321200996726,0.195075958533149
"2707409988",0.00552486187845304,0.00112739571589628,0.00518134715025907,0.781341009886012,0.791898271681291
"271655728",0.00465116279069767,0.00107758620689655,0.00432900432900433,0.332390165458826,0.328929440067541
"2740582008",0.00549450549450549,0.00109529025191676,0.0053475935828877,0.650474781976224,0.372700595541516
"2821330426",0.00531914893617021,0.00112359550561798,0.0050251256281407,0.7179075633792,0.710696383774526
"2894084200",0.00561797752808989,0.00113507377979569,0.00446428571428571,0.643628882130117,0.846741729433491
"29193463",0.0062111801242236,0.00115473441108545,0.00526315789473684,0.88278809926691,0.956100978891255
"2922541964",0.00325732899022801,0.0011037527593819,7.12149266486255e-05,0.006123971695683,0.0106514939141592
"293078127",0.00471698113207547,0.00107411385606874,0.00458715596330275,0.328274606602285,0.230469254201938
"2964354728",0.00444444444444444,0.00106044538706257,0.00418410041841004,0.203031868642454,0.158986125631938
"2967984424",0.00429184549356223,0.00105708245243129,0.00404858299595142,0.151890874420177,0.127953245034843
"3005593497",0.00431034482758621,0.00106496272630458,0.00403225806451613,0.184197279059336,0.20673709151051
"3046370354",0.00552486187845304,0.00111234705228031,0.00526315789473684,0.767602332214132,0.660155424785554
"3172932547",0.00446428571428571,0.00107411385606874,0.00420168067226891,0.243123124185235,0.231377580163129
"3214181795",0.00581395348837209,0.00113378684807256,0.00571428571428571,0.888793813247033,0.77871430105764
"321563970",0.00613496932515337,0.00113636363636364,0.00552486187845304,0.84963026956425,0.830409240239441
"322744760",0.00427350427350427,0.00104931794333683,0.0040650406504065,0.140891648358725,0.110064131619465
"32386320",0.00549450549450549,0.00112612612612613,0.00434782608695652,0.531149447181561,0.683292964194711
"324405898",0.00413223140495868,0.00104384133611691,0.00373134328358209,0.0934492810378979,0.108548093514569
"3246691221",0.00558659217877095,0.00111607142857143,0.00520833333333333,0.745132888423348,0.622320394916728
"32608975",0.00523560209424084,0.00110987791342952,0.00416666666666667,0.427094173391618,0.559112182466005
"3299359349",0.00581395348837209,0.00113507377979569,0.00529100529100529,0.837314731869658,0.831991979265088
"3373882325",0.00467289719626168,0.00109409190371991,0.00395256916996047,0.288949152950378,0.396208784321661
"3392633769",0.00420168067226891,0.0010482180293501,0.00395256916996047,0.121988390255397,0.0945475031195797
"3442197982",0.00425531914893617,0.00105932203389831,0.00408163265306122,0.14917812305206,0.134722371082258
"351906466",0.00591715976331361,0.0011454753722795,0.00512820512820513,0.826507774745596,0.838971518727377
"35823273",0.00476190476190476,0.00106951871657754,0.00462962962962963,0.303685063814541,0.197913331069828
"3632690835",0.00531914893617021,0.00112107623318386,0.00425531914893617,0.528407198704892,0.728393125975649
"381592902",0.00515463917525773,0.00111234705228031,0.00462962962962963,0.548125450053224,0.593186306911472
"392700000",0.00401606425702811,0.00102354145342886,0.00327868852459016,0.0374692621672479,0.0369490251609393
"3947882843",0.00515463917525773,0.0011037527593819,0.004739336492891,0.54513086125369,0.533878098194409
"400285069",0.00413223140495868,0.00106269925611052,0.00352112676056338,0.0800143623674747,0.109502679862419
"41047154",0.00413223140495868,0.00105708245243129,0.00390625,0.103222288849945,0.0988307282520646
"4245547949",0.00543478260869565,0.00112739571589628,0.00442477876106195,0.59244659012755,0.740811821558022
"4509741",0.00529100529100529,0.00111731843575419,0.00448430493273543,0.519107599983219,0.632567456329162
"466096296",0.00552486187845304,0.00112612612612613,0.00454545454545455,0.607239064260245,0.748929307078845
"46694973",0.0043859649122807,0.00106382978723404,0.00418410041841004,0.198658021774626,0.169091104485726
"4731316813",0.00595238095238095,0.00114155251141553,0.00520833333333333,0.876435702616158,0.899644707364863
"4805482632",0.00492610837438424,0.00107296137339056,0.00483091787439614,0.404508444942351,0.235805250326858
"4806793637",0.00546448087431694,0.00110497237569061,0.0053763440860215,0.750998899252596,0.520987973146138
"4868143048",0.00434782608695652,0.00106382978723404,0.00413223140495868,0.152811429972312,0.155405894880449
"48905702",0.00564971751412429,0.00113122171945701,0.00478468899521531,0.718710991165243,0.797586824806174
"50542806",0.0048780487804878,0.00107296137339056,0.00452488687782805,0.333540428068175,0.214580650875706
"51113995",0.00584795321637427,0.00112485939257593,0.00568181818181818,0.913675725224235,0.743434526284755
"529722727",0.00490196078431373,0.00110497237569061,0.004739336492891,0.528865287013853,0.536014138111687
"537270490",0.00442477876106195,0.00105932203389831,0.00418410041841004,0.191855303933419,0.164473867531929
"54980057",0.00613496932515337,0.00115207373271889,0.00497512437810945,0.783595381520827,0.93751764949549
"577378564",0.00515463917525773,0.00111482720178372,0.0045045045045045,0.53818599522928,0.614820173764242
"597514692",0.00420168067226891,0.00102774922918808,0.00413223140495868,0.0965340673231133,0.0481749737947933
"612515893",0.00444444444444444,0.00105374077976818,0.00432900432900433,0.226123165520594,0.125986427090087
"61905793",0.00490196078431373,0.00109051254089422,0.004739336492891,0.491168049630876,0.382292962286322
"62648354",0.004149377593361,0.00104602510460251,0.00401606425702811,0.119886858443639,0.0924317406069301
"701113575251685376",0.00458715596330275,0.00108695652173913,0.00452488687782805,0.390118517917755,0.369893362199961
"70802838",0.00531914893617021,0.00110497237569061,0.00520833333333333,0.668021710483843,0.559970497368673
"729823374655029248",0.00518134715025907,0.00109170305676856,0.00505050505050505,0.542086060854431,0.391621338033816
"768147122",0.0050251256281407,0.00110619469026549,0.005,0.643115402924902,0.545231638451092
"782325",0.00591715976331361,0.0011441647597254,0.004,0.535382863777013,0.857492147134477
"7966972",0.00649350649350649,0.00116279069767442,0.00546448087431694,0.929563525023449,1
"798950554231783424",0.00413223140495868,0.0010515247108307,0.0037037037037037,0.111213959869278,0.139057428287297
"817177922192736256",0.00598802395209581,0.00114155251141553,0.00520833333333333,0.838309669783237,0.880489977495776
"822264200",0.00552486187845304,0.00111482720178372,0.0053763440860215,0.75137385072239,0.667466315774468
"827531428867035136",0.00471698113207547,0.0010752688172043,0.00467289719626168,0.37343605968057,0.232229647250729
"854144860009504768",0.00543478260869565,0.00109649122807018,0.0053475935828877,0.652384328008029,0.431471198807124
"861644394214166528",0.00408163265306122,0.00102564102564103,0.00403225806451613,0.0931010068022437,0.041080727732133
"86978916",0.00381679389312977,0.00117370892018779,7.12149266486255e-05,0.0299069191108297,0.0584467801221423
"870427994350907392",0.00458715596330275,0.00108459869848156,0.00401606425702811,0.275327324571464,0.359774808714514
"878350882034896896",0.00374531835205993,0.000999000999000999,0.00357142857142857,0.0377339358100183,0.0223142351507951
"897052972328390656",0.00478468899521531,0.00107991360691145,0.0045662100456621,0.356158879579271,0.292803521865095
"905570346933174272",0.00444444444444444,0.00106723585912487,0.00440528634361234,0.200164994079687,0.150548266776135
"930716882",0.00505050505050505,0.00110132158590308,0.00469483568075117,0.481202538437165,0.464312148659595
"938906192981757952",0.00364963503649635,0.00116009280742459,7.12149266486255e-05,0.01860827929598,0.040987890558877
"941372836480012288",0.00568181818181818,0.00112107623318386,0.00543478260869565,0.80650692347245,0.701896971137612
"953058467253698560",0.00578034682080925,0.00110132158590308,0.00578034682080925,0.789384814114576,0.499271809856739
"969294749759934464",0.00386100386100386,0.00103199174406605,0.00384615384615385,0.104543014318636,0.0781842344874315
"969319036960915456",0.00561797752808989,0.00112233445566779,0.0053475935828877,0.785294902497532,0.736841690341718
"973202378",0.00371747211895911,0.00101936799184506,0.00342465753424658,0.0320735058468079,0.0371016713605044
"973980246818123776",0.0045662100456621,0.00107296137339056,0.00425531914893617,0.284668052742351,0.270470464271879
"976203666704293888",0.00467289719626168,0.00107874865156419,0.00467289719626168,0.397058111530985,0.297140318118897
"984552593933217792",0.0050761421319797,0.00111111111111111,0.00462962962962963,0.585725674086135,0.618503373245059
"991054652320964608",0.00411522633744856,0.00119047619047619,7.12149266486255e-05,0.0794929074884231,0.137052043300139
"994208041263403008",0.00518134715025907,0.00108813928182807,0.00518134715025907,0.58431755735006,0.371943589598224
